title,description,sector,foundation_year,location,url,page
quitt.,Online package through which private persons can legally emp,unknown,2010,Zürich,http://www.quitt.ch,22
Yaler GmbH,"Relay infrastructure for secure, controlled and manageable access to embedded systems",unknown,2011,Zürich,https://yaler.net,22
Sharoo AG,Carsharing platform for private car owners,SoftwareCleantech,2013,Zürich,https://www.sharoo.com/,22
PropTech Partners SA (Neho),Real estate selling platform with fixed commision,Fintech,2022,Ecublens,https://neho.ch/en/,22
Swibeco AG,The future of Compensation Packages,unknown,2015,Lausanne,http://www.swibeco.ch,22
WormUp GmbH,The fine art of composting.,unknown,2017,Zürich,http://www.wormup.ch/,22
Dealmarket AG ,The global private equity platform,SoftwareFintech,2011,St. Gallen,https://www.dealmarket.com,22
SADOA AG,We measure the surface area of nanoparticles.,Engineering,2019,Zürich,https://www.sadoa.ch/,22
CoreMedica ,BioKaizen is a private company dedicated to the evualuation of Biomarkers of diseases.,Biotech,2013,Monthey,https://www.coremedicalabs.com/about-us-2/,22
Bhive.ch GmbH | GetYourDesk.com,Instantly confirmed by-the-hour meeting spaces,unknown,2015,Lausanne,https://getyourdesk.com/,22
re:spondelligent GmbH,Manage online customer reviews smartly to address and amplify a new marketing channel for business owners.,unknown,2017,Gersau,https://respondelligent.com/,22
4D Lifetec AG,Liquid Biopsy Assay for early cancer detection,Medtech,2014,Cham,https://4dlifetec.com,23
Seervision AG,We make any camera autonomous,Engineering,2016,Zurich,https://seervision.com,23
Zurich Instruments AG,Instruments for dynamic signal analysis,Engineering,2008,Zürich,http://www.zhinst.com,23
Zestagen SA,Developing monolocal antibodies against metastasis,Biotech,2011,Epalinges,http://www.zestagen.com,23
Aquanetto AG,Promoting and supporting socially and ecologically sustainable projects,unknown,2011,Sierre,http://www.aquanetto.ch,23
Flybotix SA,Doubling flight time of prof. indoor inspection drones,Engineering,2019,Lausanne,https://flybotix.com/,23
IMITec GmbH / Automatic Aircraft Inspection,IMITec - we keep your Aircrafts flying,EngineeringCleantech,2018,Meilen,http://www.imitec.ch,23
People-Analytix,We support organizations to better manage their workforce,Software,2017,Zurich,https://www.people-analytix.com,23
Talent4GIG AG,talent4gig is the only recruitment intelligence platform,Software,2018,Brüttisellen,http://www.talent4gig.com,23
Ampard AG ,Control- and asset-management system to realize complex decentralized storage solutions,Cleantech,2011,Zürich,http://ampard.com,23
atpar AG,Providing next gen banking infrastructure for open finance.,Fintech,2019,Zurich,https://www.atpar.io/,23
Neurix SA,Neuronal products for the toxicology testing and neuroprotective drugs,Medtech,2011,Genève,http://www.neurix.ch,23
BLP Digital AG,Automatic information extraction from documents using AI,Software,2019,Zürich,https://blp-digital.com,24
"Klapp - Professionelle Kommunikation, die klappt!","Communiction platform for schools, kindergartens and parents",Software,2018,Fislisbach,https://www.klapp.pro,24
Prediva SA,Enabling clinicians to make evidence based treatment decision for coronary artery disease,Medtech,2019,Cottens,https://www.prediva.ch/,24
Advanon AG ,Disrupting the invoicing market,SoftwareFintech,2015,Zürich,http://www.advanon.com,24
lino Biotech AG,Discover Molecular interactions,Biotech,2020,Zürich,https://www.lino-biotech.com/,24
Mondays AG,Plastic free periods made easy,unknown,2018,Zürich,https://organicmondays.com/,24
WeAct AG,Enable the transition towards a sustainable organisational culture,Cleantech,2014,Zürich,http://www.weact.ch,24
Jinn-Bot Robotics &amp; Design GmbH,Robotic controlling system,unknown,2014,Vogelsang,unknown,24
SAMAWATT SA,We significantly reduce the electric grid imbalance costs for renewable assets owners,Cleantech,2018,Eysins,http://www.samawatt.com,24
FLISOM AG,Flexible solar modules,Cleantech,2005,Dübendorf,http://www.flisom.ch,24
dq technologies AG (decentriq),Data Collaboration Made Simple and Safe,Software,2019,Zürich,https://decentriq.ch/,24
Solutions For Success GmbH (Kork),Students' work platform,unknown,2019,Herrliberg,https://kork.work/,24
Workspace2go AG ,Marketplace for meeting rooms &amp; workshop locations,unknown,2016,Zürich,https://workspace2go.com,25
Post CH AG,unknown,unknown,2022,Bern,https://www.post.ch/,25
Blue Code International AG,Mobile payment solution for banks and retailers,SoftwareFintech,2017,Lachen ,https://bluecode.com/en/,25
HouseTrip SA ,Online marketplace for holiday rentals.,unknown,2009,London,http://www.housetrip.com,25
ScorePad AG,Digitizing of sheet music to musicXML format based on OMR,Software,2014,Erlenbach,https://www.scorepad.ch/,25
Gamaya SA,Decision support and automation solutions for precision agriculture,Software,2015,Morges,http://gamaya.com,25
L.E.S.S. SA,Nano active fiber lighting systems,EngineeringCleantech,2012,Renens,http://less-sa.com,25
OnlineDoctor AG,Telemedicine platform connecting patients with dermatologist,unknown,2016,St. Gallen,https://www.onlinedoctor.ch/it/,25
Acredius AG,Feeling the need – the Acredius story,Fintech,2017,Zurich,unknown,25
SonarSource SA,Mechanically improve code quality,Software,2008,Plan-les-Quates,http://www.sonarsource.com,25
Sapphire Innovation,Machine learning liquidity decision support for business steering purposes,SoftwareFintech,2013,Zug,http://www.sapphireinnovation.com,25
sobu AG,Innovative recommendation platform,unknown,2016,Zürich,http://www.sobu.com,25
Teseq AG ,Instruments for EMC emissions and immunity testing,Software,2006,Luterbach,http://www.teseq.com,26
AnaPico AG,Microwave key components and RF signal generators,Engineering,2005,Zürich,http://www.anapico.com,26
Cyberhaven,Strong data protection and visibility against malware and malicious insiders even when endpoints get breached.,Software,2014,Lausanne,https://cyberhaven.com/,26
NeoPrediX AG,"Forecast, save and improve lives",Software,2022,Basel,https://www.neopredix.com/,26
Moveagain GmbH ,House moving portal,Cleantech,2017,Zurich,https://www.moveagain.ch/,26
MBK FINCOM SA (produceshop),E-commerce platform,unknown,2013,Paradiso,https://www.produceshop.ch/de/,26
Teylor AG,Digital credit solutions for SMEs,Fintech,2018,Zurich,https://www.teylor.io,26
Sparkademy AG,Edtech innovation programs,unknown,2020,Zurich,https://www.sparkademy.com/,26
WEDO,Collaborate with ease,Software,2015,Fribourg,https://www.wedo.swiss/,26
Exploris Health AG,Exploris provides AI based diagnostics and therapy solutions,Medtech,2018,Wallisellen,https://exploris.info/,26
Finform AG ,Efficient processing and real-time verification of formal compliance-relevant documents,Fintech,2016,Bern,https://www.finform.ch,26
Smartcanula Sàrl,unknown,Engineering,2004,Lausanne,http://www.smartcanula.com,26
Frontify AG,Online platform to help brands create brand expererinces,Software,2013,St. Gallen,https://www.frontify.com/en/,27
Myotest SA,Movement analysis and results,Engineering,2004,Sierre,http://www.myotest.ch,27
Adamant Lane AG,SaaS platform for trade finance,SoftwareFintech,2019,Zurich,https://adamantlane.com/,27
Edamama AG,Pasta made from beans,unknown,2014,Zurich,https://edamama.ch/,27
G-Elements GmbH,Cylindrical grinding machines,unknown,2016,Dübendorf,http://www.g-elements.ch/,27
Power Vision Engineering Sàrl,"Expertise, services and software for hydro engineering",Engineering,2007,Ecublens,http://www.powervision-eng.ch,27
Fixposition AG,To guide autonomous things,SoftwareCleantech,2017,Schlieren,http://www.fixposition.com,27
Amazee Labs AG,Online community platform to launch fund raising projects,Software,2007,Zürich,http://www.amazee.com,27
opengis.ch GmbH,Open-source GeoNinjas,unknown,2014,Laax,https://www.opengis.ch,27
Valcora Sàrl,Fueling the aviation industry,Cleantech,2016,Geneva,https://valcora.ch/,27
Invenda Group AG,"Reinventing signage, kiosks and vending machines",Software,2017,Luzern,https://www.invenda-solutions.com/,27
Eneftech Innovation SA,Micro-cogeneration systems,Cleantech,2004,Nyon,http://www.eneftech.com,27
iMusician Digital AG,Digital music distribution,Software,2007,Zürich,http://www.iMusicianDigital.com,28
Be! Rescuer,Resuscitation Training Cardio-Respiratory,unknown,2017,Vaulruz,http://www.berescuer.ch,28
ImagineCargo GmbH,Customer satisfaction through positive delivery experience,Cleantech,2014,Zürich,http://en.imaginecargo.com/,28
Akroswiss AG,Innovative Nasal Treatments in CNS,Biotech,2006,Zug,https://www.akroswiss.ch,28
Pindex Sàrl,Quickly improve your events and activities digital presence,unknown,2019,Saint-Imier,https://pindex.ch,28
EYEFITU AG,Digitalization solution for the fashion industry,Software,2012,Herrliberg,https://www.eyefitu.com/,28
Bicycle Therapeutics Ltd,Therapeutic molecules to treat serious human diseases,Biotech,2022,Cambridge,http://www.bicycletherapeutics.com,28
Hygienics.ch GmbH (HyShell),The hygienic way to open doors,unknown,2013,Pratteln,http://www.hygienics.ch,28
Intueri AG,Constant training for call center agents,Software,2008,Winterthur,http://www.intueri.ch,28
Genknowme SA,Epigenetic test to track your health and slow aging.,Medtech,2019,Lausanne,http://www.genknowme.com,28
opengis.ch GmbH,Open-source GeoNinjas,unknown,2014,Laax,https://www.opengis.ch,28
Caplena GmbH,AI powered survey analysis for humans,unknown,2017,Zürich,https://caplena.com,28
Gnothis Holding SA,The future is near,Biotech,2004,Lausanne,http://www.gnothis.com,29
KOMP-ACT SA,KOMP-ACT innovativ electric actuators for a greener industry,EngineeringCleantech,2018,Ecublens,https://www.komp-act.com/,29
Intento SA ,Wearable solutions for the rehabilitation of paralyzed stroke patients,Medtech,2016,Lausanne,http://www.intento.ch,29
 Backbone Art SA,On-demand service for professional visuals,Software,2018,Genève,http://www.bkbn.com,29
Speedgoat GmbH,Real-time simulation and testing,Engineering,2007,Liebefeld,http://www.speedgoat.ch,29
Locatee AG,Workplace Analytics Solution,Software,2014,Zürich,https://www.locatee.com,29
BoxUp,Autonomous locker for rental of sports and leisure objects,Cleantech,2019,Crissier,http://www.box-up.ch,29
Lendora SA,The New Way of Borrowing and Investing in Switzerland,Fintech,2016,Nyon,https://lendora.ch/,29
NeoCarbons,"We make  recycling CO2 industrial, competitive, profitable.",Cleantech,2019,Fällanden,http://www.neocarbons.com,29
ALYS Technologies SA,unknown,Engineering,2002,Romanel-sur-Morges,http://www.alys-technologies.com,29
Flybotix SA,Doubling flight time of prof. indoor inspection drones,Engineering,2019,Lausanne,https://flybotix.com/,29
Axalbion SA,Axalbion’s TRPM8 agonists offer new therapeutic approaches,Biotech,2017,Lausanne,http://www.axalbion.com/,29
Verity AG,Autonomous indoor drone systems,Engineering,2014,Zurich,https://verity.ch/,30
cloudscale.ch AG,Cloud servers with an exclusive server location in Switzerland,unknown,2014,Zürich,https://www.cloudscale.ch,30
re-Fer AG,Producing iron-based SMAs (shape memory alloy) for all different applications in construction,Engineering,2012,Wollerau,http://www.re-fer.eu,30
Senopi AG,Virtual reality telehealth helping seniors grow older better,Medtech,2019,Zürich,http://www.senopi.com,30
Vivent SARL,Harnessing bio-signals,Biotech,2012,Crans-près-Céligny,http://vivent.ch/,30
UMAMI AG,Microgreens made in an urban and natural ecosystem,unknown,2015,Zurich,https://www.eat-umami.ch/,30
Adiposs Sàrl,See body wasting before it happens.,Biotech,2020,Geneva,http://www.adiposs.com,30
ZTC Technology SA ,Medical microtechnic devices,Medtech,2011,La Chaux-de-Fonds,http://www.ztc-techno.com,30
"Klapp - Professionelle Kommunikation, die klappt!","Communiction platform for schools, kindergartens and parents",Software,2018,Fislisbach,https://www.klapp.pro,30
By Maria GmbH,"High quality shoes with a great design, fair and environmental friendly",unknown,2019,Neuheim,https://bymaria.ch/,30
KEMARO GmbH,Autonomous Robotics Services,unknown,2016,Eschlikon,https://www.kemaro.ch,30
Goody.Swiss GmbH,Deals and discounts app,unknown,2020,Zürich,https://www.goodyswiss.ch/,30
In Numero GmbH,E-commerce solution and web API for 3d printing,Software,2009,Zürich,http://fabnami.com,31
Wealthinitiative AG,"Real estate, art and passion investments",Fintech,2015,Zürich,http://www.wealth-initiative.com/,31
Hexisense SA,Innovative gas sensors for vacuum and beyond,Engineering,2019,Lausanne,https://hexisense.com/,31
iOnctura SA,Molecules that individually harness anti-tumour activity,Biotech,2017,Genève,https://www.ionctura.com/,31
Anecova SA,Improving the success rate of assisted reproduction,Biotech,2004,Lausanne,https://www.anecova.com/,31
Qard.,"Qard provides loans to retailers and e-retailers within&nbsp; three clicks and in less than 10 minutes, without requiring any financial documents",Fintech,2018,Zürich,https://www.qardfinance.com,31
Push.ai gmbh (Masha.ai),Always have a gift in your pocket.,unknown,2019,Zug,https://masha.ai,31
CyQuant AG,We bridge insurer &amp; cyber security to save compagnies,SoftwareFintech,2018,Zürich,https://www.cyquant.com/,31
Opterion Health AG,Improving Quality of Life of Peritoneal Dialysis Patients,Medtech,2012,Sarnen,https://www.opterion.com,31
mybuxi,On-demand mobity in rural areas,Cleantech,2017,Liebefeld,https://mybuxi.ch/,31
iRewind SA ,"Unique video memories on the spot, on your mobile",Software,2013,Lausanne ,http://video.irewind.com,31
Enuu SA,Last mile mobility solution based on sharing service,Cleantech,2018,Biel,https://www.enuu.ch/,31
Scanways Sàrl,Capturing reality in 3D by new technologies approach,Cleantech,2016,Les Acacias - Genève,http://www.scanways.io,32
Carvolution AG,Car Subscription Model for Switzerland,Cleantech,2018,Bannwil,https://www.carvolution.com/de/,32
Cranioform AG,Product for cranial deformation therapies,Medtech,2008,Alpnach Dorf,http://www.cranioform.de,32
echonovum AG,Take better decisions every day,Software,2016,Zürich,https://www.echonovum.com,32
"ISS AG, Integrated Scientific Services",unknown,Medtech,2003,Biel,https://www.iss-ag.ch/,32
Amal Therapeutics SA ,Cancer vaccines,Biotech,2012,Genève,http://www.amaltherapeutics.com,32
Blueshift Pharma GmbH,Intelligent UV filters.,Engineering,2008,Zürich,http://www.blueshift-pharma.com,32
INVOLI SA,Enabling the safe integration of drones into the airspace,SoftwareCleantech,2017,Renens,http://www.involi.com,32
TECURO AG,Mission is the promotion of new solutions for UTI prevention and treatment,Medtech,2013,Luzern,http://www.tecuro.ch,32
Urbio SA,A plan-generating software for developing sustainable cities,SoftwareCleantech,2020,Sion,https://www.urb.io/,32
Menhir Photonics AG,Lasers for fast electronics and telecommunication,unknown,2018,Basel,http://www.menhir-photonics.com,32
Genknowme SA,Epigenetic test to track your health and slow aging.,Medtech,2019,Lausanne,http://www.genknowme.com,32
Assimilate,Data driven retail analytics,Software,2018,Plan-les-Ouates,http://www.assimilate.io,33
Osmotex AG,Active pumping membrane,Engineering,2008,Alpnach Dorf,http://www.osmotex.ch,33
Loriot AG,A global IoT LoRaWAN operator and service provider.,unknown,2015,Thalwil,http://www.loriot.io,33
Asceneuron SA ,A neurodegeneration therapeutics company,Biotech,2012,Lausanne,https://www.asceneuron.com/,33
Check Your Health,"Fast, accurate and confidential at-home lab testing",unknown,2019,Lausanne,https://www.checkyourhealth.ch,33
